"","X","Taxa","INC","COLD","plate_num","date","viable","DAY","END","germination","mold","adj_total","force","germ_perc","censor","chill_time","warmT"
"6310.10",6310,"Cryptotaenia canadensis","H","D",199,"2018-11-02",11,25,NA,11,1,19,25,0.578947368421053,0,42,25
"6311",6311,"Cryptotaenia canadensis","H","D",200,"2018-11-02",13,25,NA,13,0,19,25,0.684210526315789,0,42,25
"6311.1",6311,"Cryptotaenia canadensis","H","D",200,"2018-11-02",13,25,NA,13,0,19,25,0.684210526315789,0,42,25
"6311.2",6311,"Cryptotaenia canadensis","H","D",200,"2018-11-02",13,25,NA,13,0,19,25,0.684210526315789,0,42,25
"6311.3",6311,"Cryptotaenia canadensis","H","D",200,"2018-11-02",13,25,NA,13,0,19,25,0.684210526315789,0,42,25
"6311.4",6311,"Cryptotaenia canadensis","H","D",200,"2018-11-02",13,25,NA,13,0,19,25,0.684210526315789,0,42,25
"6311.5",6311,"Cryptotaenia canadensis","H","D",200,"2018-11-02",13,25,NA,13,0,19,25,0.684210526315789,0,42,25
"6311.6",6311,"Cryptotaenia canadensis","H","D",200,"2018-11-02",13,25,NA,13,0,19,25,0.684210526315789,0,42,25
"6311.7",6311,"Cryptotaenia canadensis","H","D",200,"2018-11-02",13,25,NA,13,0,19,25,0.684210526315789,0,42,25
"6311.8",6311,"Cryptotaenia canadensis","H","D",200,"2018-11-02",13,25,NA,13,0,19,25,0.684210526315789,0,42,25
"6311.9",6311,"Cryptotaenia canadensis","H","D",200,"2018-11-02",13,25,NA,13,0,19,25,0.684210526315789,0,42,25
"6311.10",6311,"Cryptotaenia canadensis","H","D",200,"2018-11-02",13,25,NA,13,0,19,25,0.684210526315789,0,42,25
"6311.11",6311,"Cryptotaenia canadensis","H","D",200,"2018-11-02",13,25,NA,13,0,19,25,0.684210526315789,0,42,25
"6311.12",6311,"Cryptotaenia canadensis","H","D",200,"2018-11-02",13,25,NA,13,0,19,25,0.684210526315789,0,42,25
"6312",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.1",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.2",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.3",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.4",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.5",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.6",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.7",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.8",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.9",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.10",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.11",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.12",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.13",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.14",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.15",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.16",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.17",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6312.18",6312,"Cryptotaenia canadensis","H","D",201,"2018-11-02",19,25,NA,19,0,20,25,0.95,0,42,25
"6313",6313,"Cryptotaenia canadensis","L","D",202,"2018-11-02",6,25,NA,6,1,19,20,0.315789473684211,0,42,20
"6313.1",6313,"Cryptotaenia canadensis","L","D",202,"2018-11-02",6,25,NA,6,1,19,20,0.315789473684211,0,42,20
"6313.2",6313,"Cryptotaenia canadensis","L","D",202,"2018-11-02",6,25,NA,6,1,19,20,0.315789473684211,0,42,20
"6313.3",6313,"Cryptotaenia canadensis","L","D",202,"2018-11-02",6,25,NA,6,1,19,20,0.315789473684211,0,42,20
"6313.4",6313,"Cryptotaenia canadensis","L","D",202,"2018-11-02",6,25,NA,6,1,19,20,0.315789473684211,0,42,20
"6313.5",6313,"Cryptotaenia canadensis","L","D",202,"2018-11-02",6,25,NA,6,1,19,20,0.315789473684211,0,42,20
"6314",6314,"Cryptotaenia canadensis","L","D",203,"2018-11-02",5,25,NA,5,0,20,20,0.25,0,42,20
"6314.1",6314,"Cryptotaenia canadensis","L","D",203,"2018-11-02",5,25,NA,5,0,20,20,0.25,0,42,20
"6314.2",6314,"Cryptotaenia canadensis","L","D",203,"2018-11-02",5,25,NA,5,0,20,20,0.25,0,42,20
"6314.3",6314,"Cryptotaenia canadensis","L","D",203,"2018-11-02",5,25,NA,5,0,20,20,0.25,0,42,20
"6314.4",6314,"Cryptotaenia canadensis","L","D",203,"2018-11-02",5,25,NA,5,0,20,20,0.25,0,42,20
"6315",6315,"Cryptotaenia canadensis","L","D",204,"2018-11-02",4,25,NA,4,0,22,20,0.181818181818182,0,42,20
"6315.1",6315,"Cryptotaenia canadensis","L","D",204,"2018-11-02",4,25,NA,4,0,22,20,0.181818181818182,0,42,20
"6315.2",6315,"Cryptotaenia canadensis","L","D",204,"2018-11-02",4,25,NA,4,0,22,20,0.181818181818182,0,42,20
"6315.3",6315,"Cryptotaenia canadensis","L","D",204,"2018-11-02",4,25,NA,4,0,22,20,0.181818181818182,0,42,20
"6316",6316,"Eurbia diviricata","H","D",265,"2018-11-02",6,25,NA,6,2,18,25,0.333333333333333,0,42,25
"6316.1",6316,"Eurbia diviricata","H","D",265,"2018-11-02",6,25,NA,6,2,18,25,0.333333333333333,0,42,25
"6316.2",6316,"Eurbia diviricata","H","D",265,"2018-11-02",6,25,NA,6,2,18,25,0.333333333333333,0,42,25
"6316.3",6316,"Eurbia diviricata","H","D",265,"2018-11-02",6,25,NA,6,2,18,25,0.333333333333333,0,42,25
"6316.4",6316,"Eurbia diviricata","H","D",265,"2018-11-02",6,25,NA,6,2,18,25,0.333333333333333,0,42,25
"6316.5",6316,"Eurbia diviricata","H","D",265,"2018-11-02",6,25,NA,6,2,18,25,0.333333333333333,0,42,25
"6317",6317,"Eurbia diviricata","H","D",266,"2018-11-02",3,25,NA,3,7,11,25,0.272727272727273,0,42,25
"6317.1",6317,"Eurbia diviricata","H","D",266,"2018-11-02",3,25,NA,3,7,11,25,0.272727272727273,0,42,25
"6317.2",6317,"Eurbia diviricata","H","D",266,"2018-11-02",3,25,NA,3,7,11,25,0.272727272727273,0,42,25
"6318",6318,"Eurbia diviricata","H","D",267,"2018-11-02",8,25,NA,8,4,15,25,0.533333333333333,0,42,25
"6318.1",6318,"Eurbia diviricata","H","D",267,"2018-11-02",8,25,NA,8,4,15,25,0.533333333333333,0,42,25
"6318.2",6318,"Eurbia diviricata","H","D",267,"2018-11-02",8,25,NA,8,4,15,25,0.533333333333333,0,42,25
"6318.3",6318,"Eurbia diviricata","H","D",267,"2018-11-02",8,25,NA,8,4,15,25,0.533333333333333,0,42,25
"6318.4",6318,"Eurbia diviricata","H","D",267,"2018-11-02",8,25,NA,8,4,15,25,0.533333333333333,0,42,25
"6318.5",6318,"Eurbia diviricata","H","D",267,"2018-11-02",8,25,NA,8,4,15,25,0.533333333333333,0,42,25
"6318.6",6318,"Eurbia diviricata","H","D",267,"2018-11-02",8,25,NA,8,4,15,25,0.533333333333333,0,42,25
"6318.7",6318,"Eurbia diviricata","H","D",267,"2018-11-02",8,25,NA,8,4,15,25,0.533333333333333,0,42,25
"6319",6319,"Eurbia diviricata","L","D",268,"2018-11-02",8,25,NA,8,3,16,20,0.5,0,42,20
"6319.1",6319,"Eurbia diviricata","L","D",268,"2018-11-02",8,25,NA,8,3,16,20,0.5,0,42,20
"6319.2",6319,"Eurbia diviricata","L","D",268,"2018-11-02",8,25,NA,8,3,16,20,0.5,0,42,20
"6319.3",6319,"Eurbia diviricata","L","D",268,"2018-11-02",8,25,NA,8,3,16,20,0.5,0,42,20
"6319.4",6319,"Eurbia diviricata","L","D",268,"2018-11-02",8,25,NA,8,3,16,20,0.5,0,42,20
"6319.5",6319,"Eurbia diviricata","L","D",268,"2018-11-02",8,25,NA,8,3,16,20,0.5,0,42,20
"6319.6",6319,"Eurbia diviricata","L","D",268,"2018-11-02",8,25,NA,8,3,16,20,0.5,0,42,20
"6319.7",6319,"Eurbia diviricata","L","D",268,"2018-11-02",8,25,NA,8,3,16,20,0.5,0,42,20
"6320",6320,"Eurbia diviricata","L","D",269,"2018-11-02",3,25,NA,3,6,12,20,0.25,0,42,20
"6320.1",6320,"Eurbia diviricata","L","D",269,"2018-11-02",3,25,NA,3,6,12,20,0.25,0,42,20
"6320.2",6320,"Eurbia diviricata","L","D",269,"2018-11-02",3,25,NA,3,6,12,20,0.25,0,42,20
"6321",6321,"Eurbia diviricata","L","D",270,"2018-11-02",6,25,NA,6,2,14,20,0.428571428571429,0,42,20
"6321.1",6321,"Eurbia diviricata","L","D",270,"2018-11-02",6,25,NA,6,2,14,20,0.428571428571429,0,42,20
"6321.2",6321,"Eurbia diviricata","L","D",270,"2018-11-02",6,25,NA,6,2,14,20,0.428571428571429,0,42,20
"6321.3",6321,"Eurbia diviricata","L","D",270,"2018-11-02",6,25,NA,6,2,14,20,0.428571428571429,0,42,20
"6321.4",6321,"Eurbia diviricata","L","D",270,"2018-11-02",6,25,NA,6,2,14,20,0.428571428571429,0,42,20
"6321.5",6321,"Eurbia diviricata","L","D",270,"2018-11-02",6,25,NA,6,2,14,20,0.428571428571429,0,42,20
"6327",6327,"Hesperis matronalis","L","D",324,"2018-11-02",1,25,NA,1,0,18,20,0.0555555555555556,0,42,20
"6332",6332,"Polygonum virginiatum","H","D",397,"2018-11-02",13,25,NA,13,1,18,25,0.722222222222222,0,42,25
"6332.1",6332,"Polygonum virginiatum","H","D",397,"2018-11-02",13,25,NA,13,1,18,25,0.722222222222222,0,42,25
"6332.2",6332,"Polygonum virginiatum","H","D",397,"2018-11-02",13,25,NA,13,1,18,25,0.722222222222222,0,42,25
"6332.3",6332,"Polygonum virginiatum","H","D",397,"2018-11-02",13,25,NA,13,1,18,25,0.722222222222222,0,42,25
"6332.4",6332,"Polygonum virginiatum","H","D",397,"2018-11-02",13,25,NA,13,1,18,25,0.722222222222222,0,42,25
"6332.5",6332,"Polygonum virginiatum","H","D",397,"2018-11-02",13,25,NA,13,1,18,25,0.722222222222222,0,42,25
"6332.6",6332,"Polygonum virginiatum","H","D",397,"2018-11-02",13,25,NA,13,1,18,25,0.722222222222222,0,42,25
"6332.7",6332,"Polygonum virginiatum","H","D",397,"2018-11-02",13,25,NA,13,1,18,25,0.722222222222222,0,42,25
"6332.8",6332,"Polygonum virginiatum","H","D",397,"2018-11-02",13,25,NA,13,1,18,25,0.722222222222222,0,42,25
"6332.9",6332,"Polygonum virginiatum","H","D",397,"2018-11-02",13,25,NA,13,1,18,25,0.722222222222222,0,42,25
"6332.10",6332,"Polygonum virginiatum","H","D",397,"2018-11-02",13,25,NA,13,1,18,25,0.722222222222222,0,42,25
"6332.11",6332,"Polygonum virginiatum","H","D",397,"2018-11-02",13,25,NA,13,1,18,25,0.722222222222222,0,42,25
"6332.12",6332,"Polygonum virginiatum","H","D",397,"2018-11-02",13,25,NA,13,1,18,25,0.722222222222222,0,42,25
"6333",6333,"Polygonum virginiatum","H","D",398,"2018-11-02",14,25,NA,14,2,18,25,0.777777777777778,0,42,25
"6333.1",6333,"Polygonum virginiatum","H","D",398,"2018-11-02",14,25,NA,14,2,18,25,0.777777777777778,0,42,25
"6333.2",6333,"Polygonum virginiatum","H","D",398,"2018-11-02",14,25,NA,14,2,18,25,0.777777777777778,0,42,25
"6333.3",6333,"Polygonum virginiatum","H","D",398,"2018-11-02",14,25,NA,14,2,18,25,0.777777777777778,0,42,25
"6333.4",6333,"Polygonum virginiatum","H","D",398,"2018-11-02",14,25,NA,14,2,18,25,0.777777777777778,0,42,25
"6333.5",6333,"Polygonum virginiatum","H","D",398,"2018-11-02",14,25,NA,14,2,18,25,0.777777777777778,0,42,25
"6333.6",6333,"Polygonum virginiatum","H","D",398,"2018-11-02",14,25,NA,14,2,18,25,0.777777777777778,0,42,25
"6333.7",6333,"Polygonum virginiatum","H","D",398,"2018-11-02",14,25,NA,14,2,18,25,0.777777777777778,0,42,25
"6333.8",6333,"Polygonum virginiatum","H","D",398,"2018-11-02",14,25,NA,14,2,18,25,0.777777777777778,0,42,25
"6333.9",6333,"Polygonum virginiatum","H","D",398,"2018-11-02",14,25,NA,14,2,18,25,0.777777777777778,0,42,25
"6333.10",6333,"Polygonum virginiatum","H","D",398,"2018-11-02",14,25,NA,14,2,18,25,0.777777777777778,0,42,25
"6333.11",6333,"Polygonum virginiatum","H","D",398,"2018-11-02",14,25,NA,14,2,18,25,0.777777777777778,0,42,25
"6333.12",6333,"Polygonum virginiatum","H","D",398,"2018-11-02",14,25,NA,14,2,18,25,0.777777777777778,0,42,25
"6333.13",6333,"Polygonum virginiatum","H","D",398,"2018-11-02",14,25,NA,14,2,18,25,0.777777777777778,0,42,25
"6334",6334,"Polygonum virginiatum","H","D",399,"2018-11-02",15,25,NA,15,0,20,25,0.75,0,42,25
"6334.1",6334,"Polygonum virginiatum","H","D",399,"2018-11-02",15,25,NA,15,0,20,25,0.75,0,42,25
"6334.2",6334,"Polygonum virginiatum","H","D",399,"2018-11-02",15,25,NA,15,0,20,25,0.75,0,42,25
"6334.3",6334,"Polygonum virginiatum","H","D",399,"2018-11-02",15,25,NA,15,0,20,25,0.75,0,42,25
"6334.4",6334,"Polygonum virginiatum","H","D",399,"2018-11-02",15,25,NA,15,0,20,25,0.75,0,42,25
"6334.5",6334,"Polygonum virginiatum","H","D",399,"2018-11-02",15,25,NA,15,0,20,25,0.75,0,42,25
"6334.6",6334,"Polygonum virginiatum","H","D",399,"2018-11-02",15,25,NA,15,0,20,25,0.75,0,42,25
"6334.7",6334,"Polygonum virginiatum","H","D",399,"2018-11-02",15,25,NA,15,0,20,25,0.75,0,42,25
"6334.8",6334,"Polygonum virginiatum","H","D",399,"2018-11-02",15,25,NA,15,0,20,25,0.75,0,42,25
"6334.9",6334,"Polygonum virginiatum","H","D",399,"2018-11-02",15,25,NA,15,0,20,25,0.75,0,42,25
"6334.10",6334,"Polygonum virginiatum","H","D",399,"2018-11-02",15,25,NA,15,0,20,25,0.75,0,42,25
"6334.11",6334,"Polygonum virginiatum","H","D",399,"2018-11-02",15,25,NA,15,0,20,25,0.75,0,42,25
"6334.12",6334,"Polygonum virginiatum","H","D",399,"2018-11-02",15,25,NA,15,0,20,25,0.75,0,42,25
"6334.13",6334,"Polygonum virginiatum","H","D",399,"2018-11-02",15,25,NA,15,0,20,25,0.75,0,42,25
"6334.14",6334,"Polygonum virginiatum","H","D",399,"2018-11-02",15,25,NA,15,0,20,25,0.75,0,42,25
"6335",6335,"Polygonum virginiatum","L","D",400,"2018-11-02",4,25,NA,4,1,19,20,0.210526315789474,0,42,20
"6335.1",6335,"Polygonum virginiatum","L","D",400,"2018-11-02",4,25,NA,4,1,19,20,0.210526315789474,0,42,20
"6335.2",6335,"Polygonum virginiatum","L","D",400,"2018-11-02",4,25,NA,4,1,19,20,0.210526315789474,0,42,20
"6335.3",6335,"Polygonum virginiatum","L","D",400,"2018-11-02",4,25,NA,4,1,19,20,0.210526315789474,0,42,20
"6336",6336,"Polygonum virginiatum","L","D",401,"2018-11-02",8,25,NA,8,2,18,20,0.444444444444444,0,42,20
"6336.1",6336,"Polygonum virginiatum","L","D",401,"2018-11-02",8,25,NA,8,2,18,20,0.444444444444444,0,42,20
"6336.2",6336,"Polygonum virginiatum","L","D",401,"2018-11-02",8,25,NA,8,2,18,20,0.444444444444444,0,42,20
"6336.3",6336,"Polygonum virginiatum","L","D",401,"2018-11-02",8,25,NA,8,2,18,20,0.444444444444444,0,42,20
"6336.4",6336,"Polygonum virginiatum","L","D",401,"2018-11-02",8,25,NA,8,2,18,20,0.444444444444444,0,42,20
"6336.5",6336,"Polygonum virginiatum","L","D",401,"2018-11-02",8,25,NA,8,2,18,20,0.444444444444444,0,42,20
"6336.6",6336,"Polygonum virginiatum","L","D",401,"2018-11-02",8,25,NA,8,2,18,20,0.444444444444444,0,42,20
"6336.7",6336,"Polygonum virginiatum","L","D",401,"2018-11-02",8,25,NA,8,2,18,20,0.444444444444444,0,42,20
"6337",6337,"Polygonum virginiatum","L","D",402,"2018-11-02",10,25,NA,10,1,18,20,0.555555555555556,0,42,20
"6337.1",6337,"Polygonum virginiatum","L","D",402,"2018-11-02",10,25,NA,10,1,18,20,0.555555555555556,0,42,20
"6337.2",6337,"Polygonum virginiatum","L","D",402,"2018-11-02",10,25,NA,10,1,18,20,0.555555555555556,0,42,20
"6337.3",6337,"Polygonum virginiatum","L","D",402,"2018-11-02",10,25,NA,10,1,18,20,0.555555555555556,0,42,20
"6337.4",6337,"Polygonum virginiatum","L","D",402,"2018-11-02",10,25,NA,10,1,18,20,0.555555555555556,0,42,20
"6337.5",6337,"Polygonum virginiatum","L","D",402,"2018-11-02",10,25,NA,10,1,18,20,0.555555555555556,0,42,20
"6337.6",6337,"Polygonum virginiatum","L","D",402,"2018-11-02",10,25,NA,10,1,18,20,0.555555555555556,0,42,20
"6337.7",6337,"Polygonum virginiatum","L","D",402,"2018-11-02",10,25,NA,10,1,18,20,0.555555555555556,0,42,20
"6337.8",6337,"Polygonum virginiatum","L","D",402,"2018-11-02",10,25,NA,10,1,18,20,0.555555555555556,0,42,20
"6337.9",6337,"Polygonum virginiatum","L","D",402,"2018-11-02",10,25,NA,10,1,18,20,0.555555555555556,0,42,20
"6338",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.1",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.2",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.3",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.4",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.5",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.6",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.7",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.8",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.9",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.10",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.11",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.12",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.13",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.14",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.15",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.16",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6338.17",6338,"Carex grisea","H","D",439,"2018-11-02",18,25,NA,18,0,20,25,0.9,0,42,25
"6339",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.1",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.2",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.3",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.4",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.5",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.6",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.7",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.8",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.9",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.10",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.11",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.12",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.13",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.14",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.15",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.16",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.17",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6339.18",6339,"Carex grisea","H","D",440,"2018-11-02",19,25,NA,19,1,19,25,1,0,42,25
"6340",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.1",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.2",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.3",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.4",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.5",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.6",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.7",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.8",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.9",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.10",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.11",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.12",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.13",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.14",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.15",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.16",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.17",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6340.18",6340,"Carex grisea","L","D",441,"2018-11-02",19,25,NA,19,1,19,20,1,0,42,20
"6341",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.1",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.2",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.3",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.4",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.5",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.6",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.7",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.8",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.9",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.10",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.11",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.12",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.13",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.14",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.15",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.16",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6341.17",6341,"Carex grisea","L","D",442,"2018-11-02",18,25,NA,18,0,20,20,0.9,0,42,20
"6342",6342,"Silene vulgaris","H","D",484,"2018-11-02",3,25,NA,3,0,20,25,0.15,0,42,25
"6342.1",6342,"Silene vulgaris","H","D",484,"2018-11-02",3,25,NA,3,0,20,25,0.15,0,42,25
"6342.2",6342,"Silene vulgaris","H","D",484,"2018-11-02",3,25,NA,3,0,20,25,0.15,0,42,25
"6343",6343,"Silene vulgaris","H","D",485,"2018-11-02",2,25,NA,2,0,20,25,0.1,0,42,25
"6343.1",6343,"Silene vulgaris","H","D",485,"2018-11-02",2,25,NA,2,0,20,25,0.1,0,42,25
"6344",6344,"Silene vulgaris","H","D",486,"2018-11-02",4,25,NA,4,0,17,25,0.235294117647059,0,42,25
"6344.1",6344,"Silene vulgaris","H","D",486,"2018-11-02",4,25,NA,4,0,17,25,0.235294117647059,0,42,25
"6344.2",6344,"Silene vulgaris","H","D",486,"2018-11-02",4,25,NA,4,0,17,25,0.235294117647059,0,42,25
"6344.3",6344,"Silene vulgaris","H","D",486,"2018-11-02",4,25,NA,4,0,17,25,0.235294117647059,0,42,25
"6345",6345,"Silene vulgaris","L","D",487,"2018-11-02",1,25,NA,1,0,18,20,0.0555555555555556,0,42,20
