"","Taxa","plate_num","DAY","germinated","chillweeks","force","censored"
"4425","Cryptotaenia canadensis",219,7,1,9,5,0
"4426","Cryptotaenia canadensis",219,7,1,9,5,0
"4427","Cryptotaenia canadensis",220,7,1,9,0,0
"4428","Cryptotaenia canadensis",220,7,1,9,0,0
"4429","Cryptotaenia canadensis",220,7,1,9,0,0
"4430","Cryptotaenia canadensis",220,7,1,9,0,0
"4431","Cryptotaenia canadensis",221,7,1,9,0,0
"4432","Cryptotaenia canadensis",221,7,1,9,0,0
"4433","Cryptotaenia canadensis",221,7,1,9,0,0
"4434","Cryptotaenia canadensis",221,7,1,9,0,0
"4435","Cryptotaenia canadensis",221,7,1,9,0,0
"4436","Cryptotaenia canadensis",221,7,1,9,0,0
"4437","Cryptotaenia canadensis",221,7,1,9,0,0
"4438","Cryptotaenia canadensis",222,7,1,9,0,0
"4439","Cryptotaenia canadensis",222,7,1,9,0,0
"4440","Cryptotaenia canadensis",222,7,1,9,0,0
"4441","Cryptotaenia canadensis",222,7,1,9,0,0
"4442","Cryptotaenia canadensis",222,7,1,9,0,0
"4443","Cryptotaenia canadensis",222,7,1,9,0,0
"4444","Eurbia diviricata",284,7,1,9,5,0
"4445","Eurbia diviricata",284,7,1,9,5,0
"4446","Eurbia diviricata",286,7,1,9,5,0
"4447","Eurbia diviricata",285,7,1,9,0,0
"4448","Eurbia diviricata",285,7,1,9,0,0
"4449","Eurbia diviricata",285,7,1,9,0,0
"4450","Polygonum virginiatum",410,7,1,9,5,0
"4451","Polygonum virginiatum",411,7,1,9,5,0
"4452","Polygonum virginiatum",411,7,1,9,5,0
"4453","Polygonum virginiatum",411,7,1,9,5,0
"4454","Polygonum virginiatum",412,7,1,9,0,0
"4455","Polygonum virginiatum",413,7,1,9,0,0
"4456","Polygonum virginiatum",413,7,1,9,0,0
"4457","Polygonum virginiatum",414,7,1,9,0,0
"4458","Silene vulgaris",503,7,1,9,5,0
"4459","Silene vulgaris",505,7,1,9,0,0
"4460","Silene vulgaris",506,7,1,9,0,0
"4461","Silene vulgaris",507,7,1,9,0,0
"4462","Silene vulgaris",507,7,1,9,0,0
"4463","Silene vulgaris",507,7,1,9,0,0
"4464","Silene stellata",559,7,1,9,0,0
"4465","Silene stellata",559,7,1,9,0,0
"4466","Silene stellata",561,7,1,9,0,0
"4467","Anemone virginana",610,7,1,9,5,0
"4468","Anemone virginana",610,7,1,9,5,0
"4469","Anemone virginana",614,7,1,9,0,0
"4470","Thalictrum dioicum",669,7,1,9,0,0
"4471","Thalictrum dioicum",669,7,1,9,0,0
"4472","Asclepias syriaca",169,9,1,9,5,0
"4473","Asclepias syriaca",169,9,1,9,5,0
"4474","Asclepias syriaca",170,9,1,9,5,0
"4475","Asclepias syriaca",172,9,1,9,0,0
"4476","Asclepias syriaca",172,9,1,9,0,0
"4477","Asclepias syriaca",172,9,1,9,0,0
"4478","Asclepias syriaca",172,9,1,9,0,0
"4479","Asclepias syriaca",172,9,1,9,0,0
"4480","Asclepias syriaca",173,9,1,9,0,0
"4481","Asclepias syriaca",173,9,1,9,0,0
"4482","Asclepias syriaca",173,9,1,9,0,0
"4483","Asclepias syriaca",174,9,1,9,0,0
"4484","Asclepias syriaca",174,9,1,9,0,0
"4485","Asclepias syriaca",174,9,1,9,0,0
"4486","Asclepias syriaca",174,9,1,9,0,0
"4487","Cryptotaenia canadensis",217,9,1,9,5,0
"4488","Cryptotaenia canadensis",218,9,1,9,5,0
"4489","Cryptotaenia canadensis",219,9,1,9,5,0
"4490","Cryptotaenia canadensis",221,9,1,9,0,0
"4491","Cryptotaenia canadensis",221,9,1,9,0,0
"4492","Eurbia diviricata",284,9,1,9,5,0
"4493","Eurbia diviricata",287,9,1,9,0,0
"4494","Eurbia diviricata",287,9,1,9,0,0
"4495","Eurbia diviricata",287,9,1,9,0,0
"4496","Eurbia diviricata",288,9,1,9,0,0
"4497","Eurbia diviricata",288,9,1,9,0,0
"4498","Polygonum virginiatum",410,9,1,9,5,0
"4499","Polygonum virginiatum",410,9,1,9,5,0
"4500","Polygonum virginiatum",410,9,1,9,5,0
"4501","Polygonum virginiatum",410,9,1,9,5,0
"4502","Polygonum virginiatum",410,9,1,9,5,0
"4503","Polygonum virginiatum",411,9,1,9,5,0
"4504","Polygonum virginiatum",411,9,1,9,5,0
"4505","Polygonum virginiatum",412,9,1,9,0,0
"4506","Polygonum virginiatum",412,9,1,9,0,0
"4507","Polygonum virginiatum",412,9,1,9,0,0
"4508","Polygonum virginiatum",412,9,1,9,0,0
"4509","Polygonum virginiatum",413,9,1,9,0,0
"4510","Silene vulgaris",502,9,1,9,5,0
"4511","Silene vulgaris",505,9,1,9,0,0
"4512","Silene vulgaris",506,9,1,9,0,0
"4513","Silene vulgaris",507,9,1,9,0,0
"4514","Silene stellata",560,9,1,9,0,0
"4515","Silene stellata",560,9,1,9,0,0
"4516","Anemone virginana",610,9,1,9,5,0
"4517","Anemone virginana",610,9,1,9,5,0
"4518","Anemone virginana",611,9,1,9,5,0
"4519","Anemone virginana",611,9,1,9,5,0
"4520","Anemone virginana",611,9,1,9,5,0
"4521","Anemone virginana",612,9,1,9,5,0
"4522","Anemone virginana",612,9,1,9,5,0
"4523","Thalictrum dioicum",664,9,1,9,5,0
"4524","Thalictrum dioicum",664,9,1,9,5,0
"4525","Asclepias syriaca",170,11,1,9,5,0
"4526","Asclepias syriaca",172,11,1,9,0,0
"4527","Asclepias syriaca",174,11,1,9,0,0
"4528","Cryptotaenia canadensis",221,11,1,9,0,0
"4529","Eurbia diviricata",285,11,1,9,0,0
"4530","Eurbia diviricata",288,11,1,9,0,0
"4531","Polygonum virginiatum",410,11,1,9,5,0
"4532","Polygonum virginiatum",410,11,1,9,5,0
"4533","Polygonum virginiatum",410,11,1,9,5,0
"4534","Polygonum virginiatum",410,11,1,9,5,0
"4535","Polygonum virginiatum",411,11,1,9,5,0
"4536","Polygonum virginiatum",412,11,1,9,0,0
"4537","Polygonum virginiatum",412,11,1,9,0,0
"4538","Polygonum virginiatum",414,11,1,9,0,0
"4539","Polygonum virginiatum",414,11,1,9,0,0
"4540","Silene vulgaris",502,11,1,9,5,0
"4541","Silene vulgaris",503,11,1,9,5,0
"4542","Silene vulgaris",506,11,1,9,0,0
"4543","Anemone virginana",610,11,1,9,5,0
"4544","Anemone virginana",610,11,1,9,5,0
"4545","Anemone virginana",610,11,1,9,5,0
"4546","Anemone virginana",610,11,1,9,5,0
"4547","Anemone virginana",611,11,1,9,5,0
"4548","Anemone virginana",611,11,1,9,5,0
"4549","Anemone virginana",611,11,1,9,5,0
"4550","Anemone virginana",612,11,1,9,5,0
"4551","Anemone virginana",612,11,1,9,5,0
"4552","Anemone virginana",612,11,1,9,5,0
"4553","Anemone virginana",613,11,1,9,0,0
"4554","Anemone virginana",613,11,1,9,0,0
"4555","Anemone virginana",613,11,1,9,0,0
"4556","Anemone virginana",614,11,1,9,0,0
"4557","Anemone virginana",614,11,1,9,0,0
"4558","Anemone virginana",614,11,1,9,0,0
"4559","Anemone virginana",615,11,1,9,0,0
"4560","Anemone virginana",615,11,1,9,0,0
"4561","Anemone virginana",615,11,1,9,0,0
"4562","Thalictrum dioicum",665,11,1,9,5,0
"4563","Asclepias syriaca",174,13,1,9,0,0
"4564","Asclepias syriaca",174,13,1,9,0,0
"4565","Eurbia diviricata",285,13,1,9,0,0
"4566","Eurbia diviricata",285,13,1,9,0,0
"4567","Polygonum virginiatum",411,13,1,9,5,0
"4568","Polygonum virginiatum",413,13,1,9,0,0
"4569","Polygonum virginiatum",413,13,1,9,0,0
"4570","Polygonum virginiatum",414,13,1,9,0,0
"4571","Silene vulgaris",506,13,1,9,0,0
"4572","Anemone virginana",610,13,1,9,5,0
"4573","Anemone virginana",610,13,1,9,5,0
"4574","Anemone virginana",610,13,1,9,5,0
"4575","Anemone virginana",610,13,1,9,5,0
"4576","Anemone virginana",610,13,1,9,5,0
"4577","Anemone virginana",610,13,1,9,5,0
"4578","Anemone virginana",611,13,1,9,5,0
"4579","Anemone virginana",611,13,1,9,5,0
"4580","Anemone virginana",611,13,1,9,5,0
"4581","Anemone virginana",611,13,1,9,5,0
"4582","Anemone virginana",611,13,1,9,5,0
"4583","Anemone virginana",612,13,1,9,5,0
"4584","Anemone virginana",612,13,1,9,5,0
"4585","Anemone virginana",613,13,1,9,0,0
"4586","Anemone virginana",613,13,1,9,0,0
"4587","Anemone virginana",613,13,1,9,0,0
"4588","Anemone virginana",613,13,1,9,0,0
"4589","Anemone virginana",613,13,1,9,0,0
"4590","Anemone virginana",614,13,1,9,0,0
"4591","Anemone virginana",614,13,1,9,0,0
"4592","Anemone virginana",614,13,1,9,0,0
"4593","Anemone virginana",615,13,1,9,0,0
"4594","Anemone virginana",615,13,1,9,0,0
"4595","Thalictrum dioicum",665,13,1,9,5,0
"4596","Thalictrum dioicum",666,13,1,9,5,0
"4597","Thalictrum dioicum",669,13,1,9,0,0
"4598","Asclepias syriaca",174,14,1,9,0,0
"4599","Eurbia diviricata",285,14,1,9,0,0
"4600","Polygonum virginiatum",413,14,1,9,0,0
"4601","Polygonum virginiatum",414,14,1,9,0,0
"4602","Polygonum virginiatum",414,14,1,9,0,0
"4603","Polygonum virginiatum",414,14,1,9,0,0
"4604","Anemone virginana",610,14,1,9,5,0
"4605","Anemone virginana",610,14,1,9,5,0
"4606","Anemone virginana",610,14,1,9,5,0
"4607","Anemone virginana",611,14,1,9,5,0
"4608","Anemone virginana",611,14,1,9,5,0
"4609","Anemone virginana",611,14,1,9,5,0
"4610","Anemone virginana",612,14,1,9,5,0
"4611","Anemone virginana",612,14,1,9,5,0
"4612","Anemone virginana",612,14,1,9,5,0
"4613","Anemone virginana",612,14,1,9,5,0
"4614","Anemone virginana",612,14,1,9,5,0
"4615","Anemone virginana",613,14,1,9,0,0
"4616","Anemone virginana",613,14,1,9,0,0
"4617","Anemone virginana",613,14,1,9,0,0
"4618","Anemone virginana",615,14,1,9,0,0
"4619","Anemone virginana",615,14,1,9,0,0
"4620","Anemone virginana",615,14,1,9,0,0
"4621","Anemone virginana",615,14,1,9,0,0
"4622","Thalictrum dioicum",667,14,1,9,0,0
"4623","Thalictrum dioicum",668,14,1,9,0,0
"4624","Eurbia diviricata",284,16,1,9,5,0
"4625","Eurbia diviricata",287,16,1,9,0,0
"4626","Silene vulgaris",505,16,1,9,0,0
"4627","Silene stellata",561,16,1,9,0,0
"4628","Anemone virginana",610,16,1,9,5,0
"4629","Anemone virginana",610,16,1,9,5,0
"4630","Anemone virginana",611,16,1,9,5,0
"4631","Anemone virginana",611,16,1,9,5,0
"4632","Anemone virginana",611,16,1,9,5,0
"4633","Anemone virginana",612,16,1,9,5,0
"4634","Anemone virginana",612,16,1,9,5,0
"4635","Anemone virginana",612,16,1,9,5,0
"4636","Anemone virginana",612,16,1,9,5,0
"4637","Anemone virginana",612,16,1,9,5,0
"4638","Anemone virginana",613,16,1,9,0,0
"4639","Anemone virginana",613,16,1,9,0,0
"4640","Anemone virginana",613,16,1,9,0,0
"4641","Anemone virginana",614,16,1,9,0,0
"4642","Anemone virginana",614,16,1,9,0,0
"4643","Anemone virginana",615,16,1,9,0,0
"4644","Anemone virginana",615,16,1,9,0,0
"4645","Anemone virginana",615,16,1,9,0,0
"4646","Anemone virginana",615,16,1,9,0,0
"4647","Anemone virginana",615,16,1,9,0,0
"4648","Thalictrum dioicum",667,16,1,9,0,0
"4649","Thalictrum dioicum",667,16,1,9,0,0
"4650","Thalictrum dioicum",667,16,1,9,0,0
"4651","Thalictrum dioicum",669,16,1,9,0,0
"4652","Asclepias syriaca",173,18,1,9,0,0
"4653","Silene vulgaris",507,18,1,9,0,0
"4654","Anemone virginana",610,18,1,9,5,0
"4655","Anemone virginana",610,18,1,9,5,0
"4656","Anemone virginana",611,18,1,9,5,0
"4657","Anemone virginana",612,18,1,9,5,0
"4658","Anemone virginana",613,18,1,9,0,0
"4659","Anemone virginana",613,18,1,9,0,0
"4660","Anemone virginana",613,18,1,9,0,0
"4661","Anemone virginana",614,18,1,9,0,0
"4662","Anemone virginana",614,18,1,9,0,0
"4663","Anemone virginana",614,18,1,9,0,0
"4664","Anemone virginana",615,18,1,9,0,0
"4665","Anemone virginana",615,18,1,9,0,0
"4666","Thalictrum dioicum",668,18,1,9,0,0
"4667","Anemone virginana",611,20,1,9,5,0
"4668","Anemone virginana",611,20,1,9,5,0
"4669","Anemone virginana",612,20,1,9,5,0
"4670","Anemone virginana",613,20,1,9,0,0
"4671","Anemone virginana",613,20,1,9,0,0
"4672","Anemone virginana",614,20,1,9,0,0
"4673","Anemone virginana",614,20,1,9,0,0
"4674","Anemone virginana",614,20,1,9,0,0
"4675","Anemone virginana",615,20,1,9,0,0
"4676","Thalictrum dioicum",668,20,1,9,0,0
"4677","Eurbia diviricata",283,21,1,9,5,0
"4678","Polygonum virginiatum",411,21,1,9,5,0
"4679","Polygonum virginiatum",412,21,1,9,0,0
"4680","Polygonum virginiatum",413,21,1,9,0,0
"4681","Anemone virginana",614,21,1,9,0,0
"4682","Thalictrum dioicum",667,21,1,9,0,0
"4683","Polygonum virginiatum",414,23,1,9,0,0
"4684","Anemone virginana",615,23,1,9,0,0
"4685","Thalictrum dioicum",666,23,1,9,5,0
"4686","Eurbia diviricata",285,25,1,9,0,0
"4687","Oenethera biennis",132,1e-05,1,11,0,-1
"4688","Cryptotaenia canadensis",223,1e-05,1,11,5,-1
"4689","Cryptotaenia canadensis",224,1e-05,1,11,5,-1
"4690","Cryptotaenia canadensis",224,1e-05,1,11,5,-1
"4691","Cryptotaenia canadensis",228,1e-05,1,11,0,-1
"4692","Eurbia diviricata",292,1e-05,1,11,0,-1
"4693","Silene vulgaris",508,1e-05,1,11,5,-1
"4694","Silene vulgaris",510,1e-05,1,11,5,-1
"4695","Silene vulgaris",512,1e-05,1,11,0,-1
"4696","Silene vulgaris",513,1e-05,1,11,0,-1
"4697","Silene stellata",563,1e-05,1,11,5,-1
"4698","Silene stellata",567,1e-05,1,11,0,-1
"4699","Oenethera biennis",127,2,1,11,5,0
"4700","Oenethera biennis",127,2,1,11,5,0
"4701","Oenethera biennis",127,2,1,11,5,0
"4702","Oenethera biennis",127,2,1,11,5,0
"4703","Oenethera biennis",127,2,1,11,5,0
"4704","Oenethera biennis",128,2,1,11,5,0
"4705","Oenethera biennis",128,2,1,11,5,0
"4706","Oenethera biennis",129,2,1,11,5,0
"4707","Oenethera biennis",129,2,1,11,5,0
"4708","Oenethera biennis",129,2,1,11,5,0
"4709","Oenethera biennis",129,2,1,11,5,0
"4710","Oenethera biennis",129,2,1,11,5,0
"4711","Asclepias syriaca",175,2,1,11,5,0
"4712","Asclepias syriaca",175,2,1,11,5,0
"4713","Asclepias syriaca",176,2,1,11,5,0
"4714","Asclepias syriaca",176,2,1,11,5,0
"4715","Asclepias syriaca",177,2,1,11,5,0
"4716","Asclepias syriaca",177,2,1,11,5,0
"4717","Cryptotaenia canadensis",224,2,1,11,5,0
"4718","Eurbia diviricata",289,2,1,11,5,0
"4719","Eurbia diviricata",289,2,1,11,5,0
"4720","Eurbia diviricata",289,2,1,11,5,0
"4721","Eurbia diviricata",289,2,1,11,5,0
"4722","Eurbia diviricata",290,2,1,11,5,0
"4723","Eurbia diviricata",290,2,1,11,5,0
"4724","Eurbia diviricata",290,2,1,11,5,0
"4725","Eurbia diviricata",290,2,1,11,5,0
"4726","Eurbia diviricata",291,2,1,11,5,0
"4727","Eurbia diviricata",291,2,1,11,5,0
"4728","Eurbia diviricata",291,2,1,11,5,0
"4729","Eurbia diviricata",291,2,1,11,5,0
"4730","Eurbia diviricata",291,2,1,11,5,0
"4731","Eurbia diviricata",291,2,1,11,5,0
"4732","Eurbia diviricata",291,2,1,11,5,0
"4733","Eurbia diviricata",292,2,1,11,0,0
"4734","Eurbia diviricata",292,2,1,11,0,0
"4735","Eurbia diviricata",293,2,1,11,0,0
"4736","Eurbia diviricata",293,2,1,11,0,0
"4737","Eurbia diviricata",293,2,1,11,0,0
"4738","Eurbia diviricata",294,2,1,11,0,0
"4739","Eurbia diviricata",294,2,1,11,0,0
"4740","Silene vulgaris",509,2,1,11,5,0
"4741","Silene vulgaris",509,2,1,11,5,0
"4742","Silene vulgaris",509,2,1,11,5,0
"4743","Silene vulgaris",509,2,1,11,5,0
"4744","Silene vulgaris",509,2,1,11,5,0
"4745","Silene vulgaris",509,2,1,11,5,0
"4746","Silene vulgaris",509,2,1,11,5,0
"4747","Silene vulgaris",511,2,1,11,0,0
"4748","Silene vulgaris",511,2,1,11,0,0
"4749","Silene vulgaris",511,2,1,11,0,0
"4750","Silene stellata",562,2,1,11,5,0
"4751","Silene stellata",565,2,1,11,0,0
"4752","Oenethera biennis",127,4,1,11,5,0
"4753","Oenethera biennis",127,4,1,11,5,0
"4754","Oenethera biennis",127,4,1,11,5,0
"4755","Oenethera biennis",127,4,1,11,5,0
"4756","Oenethera biennis",127,4,1,11,5,0
"4757","Oenethera biennis",127,4,1,11,5,0
"4758","Oenethera biennis",127,4,1,11,5,0
"4759","Oenethera biennis",127,4,1,11,5,0
"4760","Oenethera biennis",127,4,1,11,5,0
"4761","Oenethera biennis",128,4,1,11,5,0
"4762","Oenethera biennis",128,4,1,11,5,0
"4763","Oenethera biennis",128,4,1,11,5,0
"4764","Oenethera biennis",128,4,1,11,5,0
"4765","Oenethera biennis",128,4,1,11,5,0
"4766","Oenethera biennis",128,4,1,11,5,0
"4767","Oenethera biennis",129,4,1,11,5,0
"4768","Oenethera biennis",129,4,1,11,5,0
"4769","Oenethera biennis",129,4,1,11,5,0
"4770","Oenethera biennis",129,4,1,11,5,0
"4771","Oenethera biennis",129,4,1,11,5,0
"4772","Oenethera biennis",129,4,1,11,5,0
"4773","Oenethera biennis",129,4,1,11,5,0
"4774","Oenethera biennis",130,4,1,11,0,0
"4775","Oenethera biennis",130,4,1,11,0,0
"4776","Oenethera biennis",130,4,1,11,0,0
"4777","Oenethera biennis",130,4,1,11,0,0
"4778","Oenethera biennis",130,4,1,11,0,0
"4779","Oenethera biennis",130,4,1,11,0,0
"4780","Oenethera biennis",130,4,1,11,0,0
"4781","Oenethera biennis",130,4,1,11,0,0
"4782","Oenethera biennis",130,4,1,11,0,0
"4783","Oenethera biennis",130,4,1,11,0,0
"4784","Oenethera biennis",130,4,1,11,0,0
"4785","Oenethera biennis",130,4,1,11,0,0
"4786","Oenethera biennis",130,4,1,11,0,0
"4787","Oenethera biennis",130,4,1,11,0,0
"4788","Oenethera biennis",131,4,1,11,0,0
"4789","Oenethera biennis",131,4,1,11,0,0
"4790","Oenethera biennis",131,4,1,11,0,0
"4791","Oenethera biennis",131,4,1,11,0,0
"4792","Oenethera biennis",131,4,1,11,0,0
"4793","Oenethera biennis",131,4,1,11,0,0
"4794","Oenethera biennis",131,4,1,11,0,0
"4795","Oenethera biennis",131,4,1,11,0,0
"4796","Oenethera biennis",131,4,1,11,0,0
"4797","Oenethera biennis",131,4,1,11,0,0
"4798","Oenethera biennis",131,4,1,11,0,0
"4799","Oenethera biennis",131,4,1,11,0,0
"4800","Oenethera biennis",131,4,1,11,0,0
"4801","Oenethera biennis",131,4,1,11,0,0
"4802","Oenethera biennis",131,4,1,11,0,0
"4803","Oenethera biennis",131,4,1,11,0,0
"4804","Oenethera biennis",131,4,1,11,0,0
"4805","Oenethera biennis",132,4,1,11,0,0
"4806","Oenethera biennis",132,4,1,11,0,0
"4807","Oenethera biennis",132,4,1,11,0,0
"4808","Oenethera biennis",132,4,1,11,0,0
"4809","Oenethera biennis",132,4,1,11,0,0
"4810","Oenethera biennis",132,4,1,11,0,0
"4811","Oenethera biennis",132,4,1,11,0,0
"4812","Oenethera biennis",132,4,1,11,0,0
"4813","Oenethera biennis",132,4,1,11,0,0
"4814","Oenethera biennis",132,4,1,11,0,0
"4815","Oenethera biennis",132,4,1,11,0,0
"4816","Oenethera biennis",132,4,1,11,0,0
"4817","Oenethera biennis",132,4,1,11,0,0
"4818","Oenethera biennis",132,4,1,11,0,0
"4819","Oenethera biennis",132,4,1,11,0,0
"4820","Asclepias syriaca",175,4,1,11,5,0
"4821","Asclepias syriaca",175,4,1,11,5,0
"4822","Asclepias syriaca",176,4,1,11,5,0
"4823","Asclepias syriaca",176,4,1,11,5,0
"4824","Asclepias syriaca",176,4,1,11,5,0
"4825","Asclepias syriaca",176,4,1,11,5,0
"4826","Asclepias syriaca",176,4,1,11,5,0
"4827","Asclepias syriaca",176,4,1,11,5,0
"4828","Asclepias syriaca",176,4,1,11,5,0
"4829","Asclepias syriaca",176,4,1,11,5,0
"4830","Asclepias syriaca",176,4,1,11,5,0
"4831","Asclepias syriaca",176,4,1,11,5,0
"4832","Asclepias syriaca",176,4,1,11,5,0
"4833","Asclepias syriaca",176,4,1,11,5,0
"4834","Asclepias syriaca",176,4,1,11,5,0
"4835","Asclepias syriaca",176,4,1,11,5,0
"4836","Asclepias syriaca",176,4,1,11,5,0
"4837","Asclepias syriaca",177,4,1,11,5,0
"4838","Asclepias syriaca",177,4,1,11,5,0
"4839","Asclepias syriaca",177,4,1,11,5,0
"4840","Asclepias syriaca",177,4,1,11,5,0
"4841","Asclepias syriaca",177,4,1,11,5,0
"4842","Asclepias syriaca",177,4,1,11,5,0
"4843","Asclepias syriaca",177,4,1,11,5,0
"4844","Asclepias syriaca",177,4,1,11,5,0
"4845","Asclepias syriaca",177,4,1,11,5,0
"4846","Asclepias syriaca",177,4,1,11,5,0
"4847","Asclepias syriaca",177,4,1,11,5,0
"4848","Asclepias syriaca",177,4,1,11,5,0
"4849","Asclepias syriaca",177,4,1,11,5,0
"4850","Asclepias syriaca",177,4,1,11,5,0
"4851","Asclepias syriaca",177,4,1,11,5,0
"4852","Asclepias syriaca",178,4,1,11,0,0
"4853","Asclepias syriaca",179,4,1,11,0,0
"4854","Asclepias syriaca",179,4,1,11,0,0
"4855","Asclepias syriaca",179,4,1,11,0,0
"4856","Asclepias syriaca",179,4,1,11,0,0
"4857","Asclepias syriaca",179,4,1,11,0,0
"4858","Asclepias syriaca",180,4,1,11,0,0
"4859","Asclepias syriaca",180,4,1,11,0,0
"4860","Cryptotaenia canadensis",223,4,1,11,5,0
"4861","Cryptotaenia canadensis",223,4,1,11,5,0
"4862","Cryptotaenia canadensis",223,4,1,11,5,0
"4863","Cryptotaenia canadensis",223,4,1,11,5,0
"4864","Cryptotaenia canadensis",224,4,1,11,5,0
"4865","Cryptotaenia canadensis",224,4,1,11,5,0
"4866","Cryptotaenia canadensis",224,4,1,11,5,0
"4867","Cryptotaenia canadensis",224,4,1,11,5,0
"4868","Cryptotaenia canadensis",225,4,1,11,5,0
"4869","Cryptotaenia canadensis",225,4,1,11,5,0
"4870","Cryptotaenia canadensis",225,4,1,11,5,0
"4871","Cryptotaenia canadensis",225,4,1,11,5,0
"4872","Cryptotaenia canadensis",225,4,1,11,5,0
"4873","Cryptotaenia canadensis",225,4,1,11,5,0
"4874","Cryptotaenia canadensis",225,4,1,11,5,0
"4875","Cryptotaenia canadensis",225,4,1,11,5,0
"4876","Cryptotaenia canadensis",225,4,1,11,5,0
"4877","Cryptotaenia canadensis",225,4,1,11,5,0
"4878","Cryptotaenia canadensis",225,4,1,11,5,0
"4879","Cryptotaenia canadensis",225,4,1,11,5,0
"4880","Cryptotaenia canadensis",225,4,1,11,5,0
"4881","Cryptotaenia canadensis",225,4,1,11,5,0
"4882","Cryptotaenia canadensis",225,4,1,11,5,0
"4883","Cryptotaenia canadensis",225,4,1,11,5,0
"4884","Cryptotaenia canadensis",226,4,1,11,0,0
"4885","Cryptotaenia canadensis",226,4,1,11,0,0
"4886","Cryptotaenia canadensis",226,4,1,11,0,0
"4887","Cryptotaenia canadensis",226,4,1,11,0,0
"4888","Cryptotaenia canadensis",226,4,1,11,0,0
"4889","Cryptotaenia canadensis",226,4,1,11,0,0
"4890","Cryptotaenia canadensis",226,4,1,11,0,0
"4891","Cryptotaenia canadensis",226,4,1,11,0,0
"4892","Cryptotaenia canadensis",226,4,1,11,0,0
"4893","Cryptotaenia canadensis",226,4,1,11,0,0
"4894","Cryptotaenia canadensis",226,4,1,11,0,0
"4895","Cryptotaenia canadensis",227,4,1,11,0,0
"4896","Cryptotaenia canadensis",227,4,1,11,0,0
"4897","Cryptotaenia canadensis",227,4,1,11,0,0
"4898","Cryptotaenia canadensis",227,4,1,11,0,0
"4899","Cryptotaenia canadensis",227,4,1,11,0,0
"4900","Cryptotaenia canadensis",228,4,1,11,0,0
"4901","Cryptotaenia canadensis",228,4,1,11,0,0
"4902","Cryptotaenia canadensis",228,4,1,11,0,0
"4903","Cryptotaenia canadensis",228,4,1,11,0,0
"4904","Cryptotaenia canadensis",228,4,1,11,0,0
"4905","Cryptotaenia canadensis",228,4,1,11,0,0
"4906","Cryptotaenia canadensis",228,4,1,11,0,0
"4907","Cryptotaenia canadensis",228,4,1,11,0,0
"4908","Cryptotaenia canadensis",228,4,1,11,0,0
"4909","Cryptotaenia canadensis",228,4,1,11,0,0
"4910","Eurbia diviricata",289,4,1,11,5,0
"4911","Eurbia diviricata",289,4,1,11,5,0
"4912","Eurbia diviricata",290,4,1,11,5,0
"4913","Eurbia diviricata",290,4,1,11,5,0
"4914","Eurbia diviricata",291,4,1,11,5,0
"4915","Eurbia diviricata",292,4,1,11,0,0
"4916","Eurbia diviricata",292,4,1,11,0,0
"4917","Eurbia diviricata",293,4,1,11,0,0
"4918","Eurbia diviricata",293,4,1,11,0,0
"4919","Eurbia diviricata",293,4,1,11,0,0
"4920","Eurbia diviricata",293,4,1,11,0,0
"4921","Eurbia diviricata",293,4,1,11,0,0
"4922","Eurbia diviricata",293,4,1,11,0,0
"4923","Eurbia diviricata",293,4,1,11,0,0
"4924","Eurbia diviricata",294,4,1,11,0,0
"4925","Eurbia diviricata",294,4,1,11,0,0
"4926","Eurbia diviricata",294,4,1,11,0,0
"4927","Eurbia diviricata",294,4,1,11,0,0
"4928","Eurbia diviricata",294,4,1,11,0,0
"4929","Silene vulgaris",508,4,1,11,5,0
"4930","Silene vulgaris",508,4,1,11,5,0
"4931","Silene vulgaris",508,4,1,11,5,0
"4932","Silene vulgaris",508,4,1,11,5,0
"4933","Silene vulgaris",508,4,1,11,5,0
"4934","Silene vulgaris",508,4,1,11,5,0
"4935","Silene vulgaris",509,4,1,11,5,0
"4936","Silene vulgaris",509,4,1,11,5,0
"4937","Silene vulgaris",509,4,1,11,5,0
"4938","Silene vulgaris",509,4,1,11,5,0
"4939","Silene vulgaris",509,4,1,11,5,0
"4940","Silene vulgaris",509,4,1,11,5,0
"4941","Silene vulgaris",509,4,1,11,5,0
"4942","Silene vulgaris",509,4,1,11,5,0
"4943","Silene vulgaris",509,4,1,11,5,0
"4944","Silene vulgaris",509,4,1,11,5,0
"4945","Silene vulgaris",509,4,1,11,5,0
"4946","Silene vulgaris",510,4,1,11,5,0
"4947","Silene vulgaris",510,4,1,11,5,0
"4948","Silene vulgaris",510,4,1,11,5,0
"4949","Silene vulgaris",510,4,1,11,5,0
"4950","Silene vulgaris",510,4,1,11,5,0
"4951","Silene vulgaris",510,4,1,11,5,0
"4952","Silene vulgaris",510,4,1,11,5,0
"4953","Silene vulgaris",510,4,1,11,5,0
"4954","Silene vulgaris",510,4,1,11,5,0
"4955","Silene vulgaris",511,4,1,11,0,0
"4956","Silene vulgaris",511,4,1,11,0,0
"4957","Silene vulgaris",511,4,1,11,0,0
"4958","Silene vulgaris",511,4,1,11,0,0
"4959","Silene vulgaris",511,4,1,11,0,0
"4960","Silene vulgaris",511,4,1,11,0,0
"4961","Silene vulgaris",511,4,1,11,0,0
"4962","Silene vulgaris",512,4,1,11,0,0
"4963","Silene vulgaris",512,4,1,11,0,0
